,location,district,rooms,size,level,max_levels,price,income_cat,price_cat
2901,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,2,54.0,5,5,35500,2,2
2902,"город Ташкент, Шайхантахурский район, Салом алейкум",Шайхантахурский,2,60.0,3,4,42000,2,2
2903,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,3,78.0,6,9,45000,2,2
2904,"город Ташкент, Яккасарайский район, Юсуфа Хос Ходжиба",Яккасарайский,3,85.0,3,4,85000,4,4
2905,"город Ташкент, Юнусабадский район, Юнусабад 10-й квартал",Юнусабадский,4,100.0,4,9,60000,3,3
2906,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,3,78.0,3,5,59500,3,3
2907,"город Ташкент, Мирзо-Улугбекский район, Ялангач",Мирзо-Улугбекский,4,78.0,1,5,49994,2,2
2908,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,1,38.0,3,4,48499,2,2
2909,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,2,60.0,9,9,50000,2,2
2910,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,2,50.0,3,4,51500,3,3
2911,"город Ташкент, Юнусабадский район, Олой Бозори",Юнусабадский,2,62.0,9,9,52000,3,3
2912,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,61.0,9,9,56500,3,3
2913,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,1,45.0,5,18,57000,3,3
2914,"город Ташкент, Мирзо-Улугбекский район, Олой",Мирзо-Улугбекский,3,77.0,4,4,65500,3,3
2915,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,68.0,3,4,68000,3,3
2916,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,73.0,4,4,68000,3,3
2917,"город Ташкент, Юнусабадский район, Минор",Юнусабадский,2,60.0,1,9,70500,3,3
2918,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,4,83.0,2,4,71000,3,3
2919,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,4,87.0,3,4,72500,3,3
2920,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,3,80.0,2,4,72500,3,3
2921,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,3,70.0,1,4,72500,3,3
2923,"город Ташкент, Юнусабадский район, Минор",Юнусабадский,4,88.0,4,4,78000,3,3
2924,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,3,73.0,4,4,78000,3,3
2925,"город Ташкент, Юнусабадский район, Минор",Юнусабадский,4,82.0,3,4,81000,4,4
2927,"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,3,100.0,6,6,84000,4,4
2928,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,4,110.0,3,9,88000,4,4
2929,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,3,80.0,3,4,111000,4,4
2930,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,4,80.0,3,4,94000,4,4
2931,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,3,90.0,5,5,50000,2,2
2932,"город Ташкент, Яшнободский район, Паркент",Яшнободский,3,75.0,8,9,40000,2,2
2934,"город Ташкент, Мирабадский район, Ферганская",Мирабадский,3,65.0,4,4,38500,2,2
2936,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Чиланзарский,2,53.0,1,4,41500,2,2
2937,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,3,80.0,4,4,62000,3,3
2938,"город Ташкент, Чиланзарский район, Чиланзар 8-й квартал",Чиланзарский,2,63.0,5,9,39500,2,2
2939,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Чиланзарский,2,56.0,5,12,38500,2,2
2940,"город Ташкент, Яшнободский район, Тузель 2-й квартал",Яшнободский,2,70.0,2,4,37000,2,2
2941,"город Ташкент, Чиланзарский район, Шарк",Чиланзарский,2,45.0,2,4,35000,2,2
2943,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,3,70.0,4,4,46200,2,2
2944,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,4,92.0,5,5,41500,2,2
2945,"город Ташкент, Шайхантахурский район, Жангох",Шайхантахурский,3,80.0,2,8,86000,4,4
2946,"город Ташкент, Олмазорский район, Бешкурган 2-й квартал",Олмазорский,2,52.0,1,5,35000,2,2
2947,"город Ташкент, Мирабадский район, Чимкент",Мирабадский,4,100.0,2,4,110000,4,4
2948,"город Ташкент, Яшнободский район, Истикбол",Яшнободский,2,97.0,6,8,155000,4,4
2949,"город Ташкент, Чиланзарский район, проспект Бунёдкор",Чиланзарский,1,29.0,3,4,30000,1,1
2950,"город Ташкент, Мирабадский район, Фаровон",Мирабадский,2,115.0,7,8,160000,4,4
2951,"город Ташкент, Мирзо-Улугбекский район, Дархан",Мирзо-Улугбекский,4,120.0,5,5,100000,4,4
2952,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,2,60.0,3,4,102000,4,4
2953,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,112.0,4,9,87000,4,4
2954,"город Ташкент, Шайхантахурский район, Себзар",Шайхантахурский,3,96.0,4,7,110000,4,4
2955,"город Ташкент, Мирзо-Улугбекский район, Навнихол",Мирзо-Улугбекский,2,56.0,1,2,35000,2,2
2956,"город Ташкент, Юнусабадский район, Шахристанская",Юнусабадский,1,33.0,2,4,24300,1,1
2957,"город Ташкент, Чиланзарский район, 1-й проезд Катартал",Чиланзарский,1,29.0,3,4,30000,1,1
2958,"город Ташкент, Учтепинский район, Фозилтепа улица",Учтепинский,2,60.0,1,9,28000,1,1
2959,"город Ташкент, Чиланзарский район, Чиланзар 7-й квартал",Чиланзарский,2,45.0,2,4,37000,2,2
2960,"город Ташкент, Мирабадский район, Массив Госпитальный",Мирабадский,1,42.0,7,9,45000,2,2
2962,"город Ташкент, Чиланзарский район, Чиланзар 5-й квартал",Чиланзарский,4,80.0,5,5,52000,3,3
2963,"город Ташкент, Мирабадский район, 1-й Нукусский проезд",Мирабадский,3,65.0,3,4,65000,3,3
2964,"город Ташкент, Чиланзарский район, Алмазар",Чиланзарский,3,96.0,2,9,65000,3,3
2965,"город Ташкент, Яшнободский район, Садыка Азимова",Яшнободский,7,360.0,5,6,300000,4,4
2966,"город Ташкент, Яшнободский район, Садыка Азимова",Яшнободский,2,60.0,4,5,70000,3,3
2967,"город Ташкент, Юнусабадский район, Киёт",Юнусабадский,1,50.0,7,9,37500,2,2
